mmsi,gear,flag,length,tonnage,engine_power,year,departure_port,departure_date,departure_timestamp,arrival_port,arrival_timestamp,time_at_sea_hours,fishing_hours,distance_traveled_km,mean_daily_fishing_hours,fraction_suspicious_econ,encounters_transshipment,encounters_bunker,encounters_fishing,coverage_gaps,fishing_foreign_eez,fishing_high_seas,fishing_ntz,suspicious_econ,suspicious_fishing_hours,suspicious_time_at_sea_hours,suspicious_distance_traveled_km,suspicious_mean_daily_fishing_hours,suspicious_encounters_transshipment,suspicious_encounters_bunker,suspicious_encounters_fishing,suspicious_coverage_gaps,risk_score
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"PHUKET,THA",2015-11-09,2015-11-09T09:06:08Z,"BAN PHRU NAI,THA",2015-11-15T01:19:29Z,49.999444444444435,30.41986111111111,50.25028170432765,16.666481481481483,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"30504a9b,THA",2015-12-20,2015-12-20T08:06:38Z,"30504af3,THA",2015-12-21T10:08:15Z,25.62513888888889,19.348750000000003,31.813456448674597,12.812569444444446,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"30504a9b,THA",2015-03-29,2015-03-29T09:52:30Z,"PHUKET,THA",2015-03-30T07:19:31Z,21.120694444444446,3.65125,18.766692294805495,10.560347222222221,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-11-15,2015-11-15T01:35:29Z,"PHUKET,THA",2015-11-15T02:11:59Z,0.47055555555555556,0,4.829204807081149,0.47055555555555556,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-06-21,2015-06-21T01:11:04Z,"BAN PHRU NAI,THA",2015-06-23T08:58:18Z,25.373194444444444,0,30.587204482107804,12.686597222222222,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-06-13,2015-06-13T06:16:50Z,"BAN PHRU NAI,THA",2015-06-21T00:51:00Z,48.33611111111111,3.552083333333334,48.201043241102575,16.112037037037037,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"30504af3,THA",2015-04-13,2015-04-13T03:38:45Z,"BAN PHRU NAI,THA",2015-04-15T01:53:58Z,45.762499999999996,20.634027777777778,40.203574731191615,15.254166666666666,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-04-13,2015-04-13T00:43:00Z,"30504af3,THA",2015-04-13T03:21:42Z,2.424027777777778,0,17.454164828412203,2.424027777777778,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-04-16,2015-04-16T01:35:31Z,"BAN PHRU NAI,THA",2015-04-18T00:29:30Z,7.220277777777778,4.3990277777777775,16.4188756942033,7.220277777777777,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"PHUKET,THA",2015-04-11,2015-04-11T02:54:07Z,"BAN PHRU NAI,THA",2015-04-12T04:35:13Z,25.06694444444444,10.874027777777778,18.35207526872576,12.533472222222223,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-04-11,2015-04-11T00:32:01Z,"PHUKET,THA",2015-04-11T02:35:05Z,1.8052777777777778,0,16.96912241782141,1.8052777777777778,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"PHUKET,THA",2015-03-30,2015-03-30T10:19:44Z,"PHUKET,THA",2015-04-02T01:50:31Z,56.03111111111111,11.676111111111112,47.081265630103644,18.677037037037035,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"PHUKET,THA",2015-01-04,2015-01-04T04:31:49Z,"PHUKET,THA",2015-01-04T07:52:11Z,2.771666666666667,2.771666666666667,12.40498966911384,2.771666666666667,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-06-27,2015-06-27T00:41:02Z,"BAN PHRU NAI,THA",2015-06-28T03:35:59Z,1.3588888888888888,0,NA,1.3588888888888888,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"PHUKET,THA",2015-11-16,2015-11-16T03:40:35Z,"PHUKET,THA",2015-11-17T01:17:01Z,21.270416666666666,4.836666666666667,33.13866054162971,10.635208333333333,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"PHUKET,THA",2015-01-05,2015-01-05T06:18:46Z,"PHUKET,THA",2015-01-05T06:57:18Z,0.5252777777777777,0.5252777777777777,3.061255533853057,0.5252777777777777,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-11-05,2015-11-05T00:50:33Z,"30504a9b,THA",2015-11-05T08:12:32Z,7.137222222222223,3.814305555555556,29.549319341847045,7.137222222222223,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"PHUKET,THA",2015-03-24,2015-03-24T04:11:13Z,"PHUKET,THA",2015-03-24T07:26:59Z,3.1127777777777776,0,28.56793453854481,3.112777777777777,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"30504a9b,THA",2015-01-12,2015-01-12T10:54:23Z,"30504af3,THA",2015-01-13T10:17:23Z,18.51777777777778,11.65402777777778,15.56876343209457,9.25888888888889,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"30504af3,THA",2015-11-07,2015-11-07T10:29:30Z,"PHUKET,THA",2015-11-09T08:49:08Z,46.04819444444445,15.69375,81.1513459514975,15.349398148148149,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-06-24,2015-06-24T01:31:09Z,"BAN PHRU NAI,THA",2015-06-26T23:51:59Z,2.7052777777777774,0,13.010718440967986,2.7052777777777774,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-01-05,2015-01-05T01:24:30Z,"PHUKET,THA",2015-01-05T03:19:03Z,1.7068055555555552,0.5255555555555556,13.453450398831556,1.7068055555555555,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"30504a9b,THA",2015-11-05,2015-11-05T08:30:33Z,"BAN PHRU NAI,THA",2015-11-07T00:23:28Z,1.5438888888888886,0,9.812065436791123,1.5438888888888886,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-09-30,2015-09-30T00:50:02Z,"BAN PHRU NAI,THA",2015-10-03T00:26:28Z,32.522083333333335,28.94513888888889,46.30696802697645,16.261041666666667,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-06-28,2015-06-28T03:59:59Z,"PHUKET,THA",2015-06-30T01:05:30Z,44.86277777777777,9.892222222222223,38.08154920792938,14.954259259259258,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"30504af3,THA",2015-01-14,2015-01-14T11:18:56Z,"BAN PHRU NAI,THA",2015-01-17T00:23:29Z,16.930138888888887,16.493472222222223,21.57797234355303,16.930138888888887,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-04-18,2015-04-18T00:54:32Z,"BAN PHRU NAI,THA",2015-04-18T08:33:21Z,7.15875,2.0734722222222226,32.24460464365161,7.15875,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-11-02,2015-11-02T01:25:25Z,"BAN PHRU NAI,THA",2015-11-04T00:19:31Z,39.73444444444445,14.05125,62.43168363744858,19.867222222222217,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-11-04,2015-11-04T00:40:43Z,"BAN PHRU NAI,THA",2015-11-05T00:26:25Z,16.791249999999998,5.373333333333333,40.65887763507087,16.791249999999998,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"PHUKET,THA",2015-11-17,2015-11-17T09:35:58Z,"PHUKET,THA",2015-11-18T01:24:36Z,15.587499999999999,0.43624999999999997,17.454953491665243,7.79375,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-01-17,2015-01-17T02:29:31Z,"BAN PHRU NAI,THA",2015-01-18T00:16:28Z,14.452916666666669,0,55.250094547825526,14.452916666666667,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,",THA",2015-08-19,2015-08-19T00:43:34Z,"BAN PHRU NAI,THA",2015-08-23T00:57:31Z,10.851805555555556,0,0,10.851805555555556,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"PHUKET,THA",2015-12-16,2015-12-16T03:17:12Z,"30504a9b,THA",2015-12-16T09:41:43Z,6.06625,0.655,9.79860069613068,6.06625,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-11-07,2015-11-07T01:03:32Z,"30504af3,THA",2015-11-07T08:26:30Z,7.169861111111111,3.1630555555555557,20.799424849219744,7.169861111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"30504a9b,THA",2015-04-08,2015-04-08T06:19:00Z,"BAN PHRU NAI,THA",2015-04-11T00:14:28Z,20.680416666666673,0,21.30614347599102,10.340208333333337,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"30504af3,THA",2015-12-22,2015-12-22T02:54:49Z,"30504a9b,THA",2015-12-22T03:53:58Z,0.7622222222222221,0.7622222222222221,2.2828897455176054,0.7622222222222221,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-10-27,2015-10-27T00:42:04Z,"30504a9b,THA",2015-10-28T01:46:08Z,24.67152777777778,2.8148611111111106,59.36939441192707,12.33576388888889,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-04-25,2015-04-25T00:41:36Z,"BAN PHRU NAI,THA",2015-04-25T08:19:06Z,4.572222222222222,0.2252777777777778,3.3619960655427277,4.572222222222222,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567100002,other_purse_seines,THA,16.7130417408,29.6253943774,96.5207005374,2015,"BAN PHRU NAI,THA",2015-04-12,2015-04-12T04:54:15Z,"BAN PHRU NAI,THA",2015-04-12T06:33:41Z,0.8286111111111111,0,1.7274285386444965,0.8286111111111111,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567025800,drifting_longlines,THA,53.57,434,635.731687667,2015,"PORT LOUIS,MUS",2015-09-03,2015-09-03T05:13:04Z,"PHUKET,THA",2016-01-30T12:08:05Z,2390.2870833333322,1602.3752777777775,22161.93209233917,22.76463888888889,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,3
567000445,drifting_longlines,THA,38.0649522277,275.957914627,674.488113326,2015,"PORT LOUIS,MUS",2015-10-05,2015-10-05T11:17:57Z,"PORT LOUIS,MUS",2015-12-03T03:12:39Z,1368.5770833333333,1198.017222222222,8055.252483721721,22.809618055555553,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
567800000,tanker,THA,20.689994198,1878,280.8273689557,2015,"SONGKHLA HARBOR,THA",2015-02-28,2015-02-28T06:16:35Z,"359bb7a9,CHN",2016-04-24T07:02:23Z,10.914861111111112,0,65.62105449404865,1.8191435185185183,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1
567108981,set_longlines,THA,25.5022017586,132.615995035,117.578749955,2015,"30503841,THA",2015-04-22,2015-04-22T23:38:35Z,"PHUKET,THA",2016-01-19T20:23:18Z,1481.3312499999997,927.5580555555555,1188.0573846374048,17.634895833333328,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,1
567001000,drifting_longlines,THA,62.53,1261.85714286,1848.52158733,2015,"BANG SAPHAN,THA",2015-09-25,2015-09-25T08:41:59Z,"PHRA SAMUT CHEDI,THA",2015-09-26T01:21:18Z,16.368472222222223,0,279.75979877553834,8.184236111111112,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567000511,cargo,THA,21.62732848206667,9675,341.5894277253333,2015,"PHUKET,THA",2015-11-17,2015-11-17T16:40:53Z,"PHUKET,THA",2016-01-13T15:02:50Z,86.57583333333332,0,297.3717381181679,12.367976190476192,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1
567000511,cargo,THA,21.62732848206667,9675,341.5894277253333,2015,"PHUKET,THA",2015-09-21,2015-09-21T21:52:44Z,"PHUKET,THA",2015-10-31T14:24:23Z,33.86555555555556,0,164.72832616402331,8.46638888888889,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1
567000511,cargo,THA,21.62732848206667,9675,341.5894277253333,2015,"PHUKET,THA",2015-11-15,2015-11-15T03:44:20Z,"PHUKET,THA",2015-11-17T09:27:54Z,38.15888888888889,0,76.93048980935772,38.15888888888889,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567108863,other_purse_seines,THA,20.4278877985,30.7745544491,183.750909034,2015,"BANG SAPHAN,THA",2015-07-03,2015-07-03T18:05:03Z,"RAYONG TPI TERMINAL,THA",2017-09-15T07:50:54Z,29.810555555555553,0,119.89477768223256,2.710050505050505,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"KOSICHANG,THA",2015-12-23,2015-12-23T10:31:59Z,"TH BKK,THA",2016-01-17T05:37:30Z,18.75986111111111,0,122.80735317679566,6.253287037037037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"PHRA SAMUT CHEDI,THA",2015-06-15,2015-06-15T04:26:10Z,"KOSICHANG,THA",2015-12-21T09:17:18Z,6.053472222222222,0,108.6649145326594,3.026736111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"BANG SAPHAN,THA",2015-03-21,2015-03-21T06:09:55Z,"BANG SAPHAN,THA",2015-04-03T08:26:52Z,157.64277777777778,6.210138888888889,301.6068500141272,17.515864197530863,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"BANG SAPHAN,THA",2015-05-07,2015-05-07T10:18:32Z,"BANG SAPHAN,THA",2015-05-17T12:03:22Z,92.43986111111111,38.74513888888888,302.3938389184507,15.406643518518518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"BANG SAPHAN,THA",2015-03-02,2015-03-02T03:18:25Z,"BANG SAPHAN,THA",2015-03-17T10:35:02Z,62.30916666666668,0,190.91265181783047,10.384861111111112,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"BANG SAPHAN,THA",2015-04-09,2015-04-09T01:24:57Z,"BANG SAPHAN,THA",2015-04-12T01:35:28Z,71.96222222222227,23.087777777777777,14.789699850622902,17.990555555555552,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"KOSICHANG,THA",2015-12-22,2015-12-22T03:56:02Z,"KOSICHANG,THA",2015-12-22T10:11:00Z,5.9880555555555555,0,106.03435192455206,5.988055555555555,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"BANG SAPHAN,THA",2015-05-23,2015-05-23T01:42:54Z,"PHRA SAMUT CHEDI,THA",2015-05-24T01:45:09Z,23.758472222222224,8.072777777777778,285.74042039533043,11.879236111111107,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"BANG SAPHAN,THA",2015-04-28,2015-04-28T02:24:28Z,"BANG SAPHAN,THA",2015-05-01T00:25:35Z,69.81013888888889,33.98333333333334,325.19900454342064,17.452534722222225,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567003000,set_longlines,THA,66.1033333333,1424,548.601902752,2015,"BANG SAPHAN,THA",2015-04-20,2015-04-20T01:39:19Z,"BANG SAPHAN,THA",2015-04-24T01:33:16Z,95.57972222222223,22.94541666666667,18.16378210927217,19.11594444444444,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ad1ca3,CHN",2015-06-29,2015-06-29T13:36:17Z,"35ace521,CHN",2015-07-08T14:12:52Z,121.97513888888889,54.76166666666666,887.9647008533525,15.246892361111112,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"3452d495,CHN",2015-08-30,2015-08-30T10:57:18Z,"35ac4ef5,CHN",2015-09-11T18:34:25Z,108.26444444444446,18.913472222222225,685.934256294919,12.029382716049387,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ad1cbf,CHN",2015-07-26,2015-07-26T06:34:08Z,"35acff6d,CHN",2015-08-04T14:10:31Z,178.02944444444444,72.88055555555556,1075.6914796051535,19.781049382716052,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ad1cbb,CHN",2015-07-08,2015-07-08T19:22:40Z,"35ace53d,CHN",2015-07-16T10:13:34Z,42.57861111111111,9.876805555555556,346.3102841681923,8.515722222222223,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ac94b1,CHN",2015-06-17,2015-06-17T18:28:20Z,"35ad1e4d,CHN",2015-06-28T17:53:53Z,80.84194444444445,17.035416666666666,558.8342523112296,11.548849206349207,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ad1097,CHN",2015-07-19,2015-07-19T15:27:40Z,"35ad1097,CHN",2015-07-22T11:17:48Z,38.17680555555556,2.701944444444445,208.47404885034263,12.725601851851852,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ac4ef5,CHN",2015-09-11,2015-09-11T18:49:29Z,"35ac623f,CHN",2015-09-19T14:11:47Z,112.44166666666668,33.45513888888888,761.9730936017032,16.063095238095237,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ad1ca3,CHN",2015-07-16,2015-07-16T15:17:28Z,"35ad1097,CHN",2015-07-19T11:11:24Z,33.02916666666667,0,186.21159264792712,11.009722222222225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"3452d7cb,CHN",2015-09-23,2015-09-23T22:18:42Z,"35aceb95,CHN",2015-09-24T15:13:49Z,16.652500000000003,5.334444444444443,212.8009254251967,8.326249999999998,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ad1cbf,CHN",2015-07-24,2015-07-24T10:18:48Z,"35ad1cbf,CHN",2015-07-26T06:17:39Z,43.5788888888889,1.3768055555555554,306.5798902061773,14.526296296296296,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35aceb91,CHN",2015-08-21,2015-08-21T18:19:20Z,"3452d495,CHN",2015-08-30T06:23:54Z,34.05125,0,349.62085583857356,6.810250000000002,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ac4ef5,CHN",2015-08-16,2015-08-16T04:53:25Z,"35ac4e5f,CHN",2015-08-19T21:21:08Z,48.66069444444444,0,306.73870226296,12.16517361111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ac4e5f,CHN",2015-08-11,2015-08-11T06:51:53Z,"35ac4ef5,CHN",2015-08-16T04:34:53Z,117.54097222222225,35.25055555555555,849.1804108534125,19.590162037037036,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ac4e5f,CHN",2015-08-19,2015-08-19T21:51:50Z,"35aceb91,CHN",2015-08-21T17:48:50Z,8.00375,0,142.5882175719333,2.6679166666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35acd035,CHN",2015-09-24,2015-09-24T16:52:57Z,"35acd035,CHN",2015-09-25T20:18:32Z,27.088611111111106,9.572222222222221,302.9351547057318,13.544305555555557,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"3452d7cb,CHN",2015-09-20,2015-09-20T01:24:17Z,"35ac94b1,CHN",2015-09-20T23:51:59Z,22.19722222222223,2.7363888888888894,48.90201272288083,22.197222222222226,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35acd035,CHN",2015-09-25,2015-09-25T20:34:32Z,"35ac620f,CHN",2015-10-03T18:49:56Z,21.96263888888889,0,231.81830878176743,5.4906597222222215,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ac94b1,CHN",2015-09-21,2015-09-21T00:07:03Z,"3452d7cb,CHN",2015-09-21T20:41:21Z,19.830277777777777,11.399305555555554,188.33605778937545,19.830277777777777,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ad1d87,CHN",2015-06-13,2015-06-13T12:14:16Z,"35ac94b1,CHN",2015-06-17T18:13:18Z,14.424166666666668,0,86.68525272220069,7.212083333333332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35acd035,CHN",2015-09-22,2015-09-22T08:56:41Z,"35ac94b5,CHN",2015-09-23T14:21:35Z,29.126527777777778,7.794583333333333,185.8060616412537,14.56326388888889,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35acff6d,CHN",2015-08-09,2015-08-09T11:17:32Z,"35ac4e5f,CHN",2015-08-11T06:36:49Z,6.9359722222222215,0,101.40170273421572,3.467986111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ace53d,CHN",2015-07-16,2015-07-16T10:33:34Z,"35ad1d87,CHN",2015-07-16T11:18:37Z,0.571388888888889,0,6.431765792760559,0.571388888888889,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ad1d87,CHN",2015-07-16,2015-07-16T11:43:37Z,"35ad1ca3,CHN",2015-07-16T15:02:25Z,3.0747222222222224,0,32.22384868878305,3.0747222222222224,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
567800001,squid_jigger,THA,31.2119236467,517.234347723,292.373449388,2015,"35ac623f,CHN",2015-09-19,2015-09-19T14:27:59Z,"3452d7cb,CHN",2015-09-19T18:49:08Z,4.075972222222222,0,76.52119638370607,4.075972222222222,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
